CAD_1279	 CAD_1247	 CAD_763	 CAD_1284	 CAD_730	 CAD_1419	 CAD_560	 CAD_1392	 CAD_1701	 CAD_1468	 CAD_1090	 CAD_1281	 CAD_1733	 CAD_240	 CAD_968	 CAD_945	 CAD_928	 CAD_1476	 CAD_270	 CAD_447	 CAD_1714	 CAD_437	 CAD_1288	 CAD_1474	 CAD_389	 CAD_989	 CAD_1785	 CAD_1390	 CAD_1976	 CAD_563	 CAD_2306	 CAD_221	 CAD_1213	 CAD_594	 CAD_1541	 CAD_1427	 CAD_2207	 CAD_1235	 CAD_1694	 CAD_1251	 CAD_2218	 CAD_121	 CAD_1211	 CAD_1473	 CAD_499	 CAD_982	 CAD_2196	 CAD_70	 CAD_10	 CAD_1984	 CAD_565	 CAD_916	 CAD_2149	 CAD_272	 CAD_2097	 CAD_2163	 CAD_1980	 CAD_853	 CAD_413	 CAD_2157	 CAD_18	 CAD_894	 CAD_691	 CAD_1897	 CAD_1543	 CAD_782	 CAD_742	 CAD_1647	 CAD_2101	 CAD_153	 CAD_2310	 CAD_1231	 CAD_1961	 CAD_933	 CAD_745	 CAD_2307	 CAD_886	 CAD_1574	 CAD_493	 CAD_2063	 CAD_1515	 CAD_1539	 CAD_1016	 CAD_1758	 CAD_187	 CAD_290	 CAD_2125	 CAD_1782	 CAD_1831	 CAD_2022	 CAD_257	 CAD_117	 CAD_1089	 CAD_144	 CAD_52	 CAD_1905	 CAD_34	 CAD_498	 CAD_1469	 CAD_304	 CAD_1628	 CAD_1129	 CAD_852	 CAD_402	 CAD_762	 CAD_2234	 CAD_1859	 CAD_1418	 CAD_366	 CAD_462	 CAD_472	 CAD_2219	 CAD_1598	 CAD_768	 CAD_1417	 CAD_262	 CAD_307	 CAD_13	 CAD_519	 CAD_513	 CAD_1595	 CAD_57	 CAD_633	 CAD_1958	 CAD_674	 CAD_2337	 CAD_1665	 CAD_233	 CAD_1581	 CAD_359	 CAD_1680	 CAD_450	 CAD_1214	 CAD_2136	 CAD_487	 CAD_296	 CAD_1139	 CAD_1205	 CAD_1094	 CAD_1662	 CAD_1442	 CAD_1593	 CAD_496	 CAD_1928	 CAD_1747	 CAD_1807	 CAD_520	 CAD_1331	 CAD_1405	 CAD_1103	 CAD_2274	 CAD_1512	 CAD_578	 CAD_1099	 CAD_1484	 CAD_1888	 CAD_675	 CAD_357	 CAD_1045	 CAD_1168	 CAD_1731	 CAD_207	 CAD_1953	 CAD_1408	 CAD_2284	 CAD_2079	 CAD_1157	 CAD_1140	 CAD_2075	 CAD_1122	 CAD_1507	 CAD_929	 CAD_43	 CAD_1340	 CAD_549	 CAD_235	 CAD_82	 CAD_952	 CAD_1929	 CAD_649	 CAD_688	 CAD_2160	 CAD_1164	 CAD_1752	 CAD_1262	 CAD_1950	 CAD_322	 CAD_143	 CAD_1406	 CAD_1633	 CAD_53	 CAD_1766	 CAD_943	 CAD_830	 CAD_1031	 CAD_2001	 CAD_488	 CAD_1882	 CAD_2158	 CAD_434	 CAD_22	 CAD_1901	 CAD_132	 CAD_1503	 CAD_295	 CAD_747	 CAD_586	 CAD_1098	 CAD_379	 CAD_669	 CAD_796	 CAD_514	 CAD_1743	 CAD_1040	 CAD_192	 CAD_531	 CAD_191
4.3152	 868700	 647400	 1193700	 947690	 725970	 24224	 1018200	 840670	 1003600	 668130	 976030	 1110500	 908350	 879960	 514770	 783470	 882260	 540630	 1008800	 296280	 225100	 -23051	 405160	 1064300	 1576500	 1555900	 630210	 1699000	 1295700	 1307000	 570340	 494640	 1030600	 788770	 1073300	 821970	 635440	 894740	 741090	 1240600	 1361300	 900470	 906350	 1115100	 838870	 1039200	 1054300	 842920	 1327000	 1141700	 1604300	 1361400	 1003000	 2017300	 1568400	 1029100	 849840	 705760	 751630	 469030	 1501400	 742090	 999280	 1437200	 866830	 1482000	 868190	 805510	 1551900	 1677500	 964920	 996910	 712170	 1222400	 959750	 583960	 1494700	 889650	 812100	 830490	 850560	 972290	 1087100	 631200	 690640	 448120	 958550	 1303500	 787410	 1159700	 1255100	 716240	 1584500	 886700	 541930	 1003500	 832510	 1111200	 671780	 826350	 1368000	 1372000	 896990	 616810	 1419900	 866380	 949520	 1879700	 936870	 1301100	 958890	 629400	 764920	 1220500	 1430000	 711270	 635860	 647140	 549910	 1089400	 1163800	 568560	 550050	 1067600	 1253600	 1334300	 741340	 1014100	 793680	 736580	 872090	 639380	 809750	 659830	 795810	 770470	 1079500	 844270	 819510	 939990	 729640	 940440	 1454300	 255510	 1232700	 1686200	 1517800	 831310	 911270	 1094000	 934910	 1538300	 1071200	 841780	 1150500	 1231400	 1145000	 1233900	 758980	 1130200	 1093400	 928790	 650280	 1048700	 398890	 724880	 1333700	 1470500	 362950	 1538300	 771950	 676160	 1441900	 904910	 861140	 717400	 1511800	 924060	 160030	 1078900	 1074700	 862710	 1533100	 1699600	 1175800	 643740	 1280700	 1219700	 860170	 1411700	 1233800	 918630	 1630800	 1035000	 2477300	 1531400	 1479500	 1766800	 780630	 1089700	 1313600	 1231800	 1437600	 1101000	 1503100	 1263400	 471460	 889370	 1405000	 978500	 768610	 900890	 1278800	 1952800	 817410	 791660	 549310
4.3158	 853540	 646510	 1187800	 936270	 715280	 20003	 1016500	 829120	 985000	 661370	 958690	 1109700	 908620	 874770	 499380	 783160	 881890	 541380	 1007900	 304390	 221020	 -29686	 406410	 1060200	 1576000	 1550100	 632140	 1686400	 1287700	 1291600	 562590	 491560	 1017900	 777490	 1077500	 818010	 630380	 882840	 733990	 1237500	 1354800	 898960	 905550	 1109700	 834200	 1022700	 1057400	 836410	 1318200	 1135400	 1596300	 1358800	 998260	 2008700	 1571300	 1027100	 844140	 704190	 757740	 460420	 1497900	 735740	 1000300	 1430700	 861910	 1476400	 869740	 802970	 1540700	 1680400	 953420	 1006100	 710060	 1223400	 961650	 587120	 1497900	 880960	 803860	 827970	 834510	 965520	 1083200	 633420	 695770	 440280	 954290	 1298700	 773550	 1150400	 1249500	 717980	 1569700	 882840	 534070	 994710	 825610	 1096000	 666930	 827690	 1358500	 1363300	 892590	 618390	 1413700	 868790	 951380	 1876800	 938610	 1302600	 959920	 627900	 759540	 1214900	 1423800	 701460	 636230	 653500	 551770	 1085700	 1153100	 560390	 551110	 1070200	 1244600	 1331900	 739190	 1008800	 781500	 739030	 876660	 637340	 818110	 650820	 792810	 779670	 1076300	 842480	 823140	 936020	 721150	 935380	 1454400	 250560	 1226300	 1681600	 1512400	 828550	 902290	 1091800	 930940	 1535700	 1082000	 847920	 1145000	 1228600	 1147800	 1238400	 750520	 1120400	 1096400	 928550	 637640	 1042000	 394350	 725300	 1329100	 1464000	 359180	 1533000	 770980	 672310	 1438900	 904400	 850060	 707970	 1514700	 926460	 151890	 1064100	 1074000	 861190	 1517000	 1690400	 1171200	 633180	 1277500	 1220000	 854950	 1413700	 1230000	 908930	 1638900	 1030700	 2470000	 1520100	 1475800	 1764200	 772500	 1091900	 1316900	 1219200	 1433700	 1098500	 1505000	 1263200	 466360	 880340	 1398100	 973980	 769620	 902660	 1272300	 1947000	 815520	 783030	 544710
4.3163	 849010	 648390	 1180200	 922840	 710190	 21226	 1015100	 823860	 974790	 664190	 943470	 1106900	 911830	 869250	 487660	 777760	 874130	 547930	 1010200	 304240	 216790	 -30057	 408660	 1069900	 1562500	 1538300	 630530	 1680200	 1280400	 1276500	 552410	 491850	 1013800	 778000	 1075900	 804450	 624810	 872280	 727270	 1237000	 1353000	 888540	 901510	 1108000	 830060	 1011400	 1049100	 832200	 1314800	 1118300	 1584500	 1359500	 997650	 2005800	 1561700	 1017900	 838010	 705770	 762530	 450250	 1503100	 730620	 1007100	 1423300	 868060	 1470600	 875050	 805890	 1533500	 1676400	 943050	 1007800	 712550	 1219900	 956530	 589840	 1497700	 874790	 804850	 827930	 827350	 957720	 1077400	 649790	 694540	 433530	 948940	 1295600	 759050	 1144600	 1247000	 715000	 1569300	 876060	 534760	 987810	 817560	 1083500	 659310	 820860	 1345800	 1355200	 892140	 622510	 1406800	 864890	 945840	 1872900	 933980	 1305100	 962020	 626080	 753340	 1205400	 1424300	 687170	 635950	 657580	 560440	 1082300	 1140500	 553860	 552330	 1070600	 1243400	 1321500	 738620	 1002100	 771740	 740050	 869420	 638600	 821900	 647120	 788880	 780070	 1069600	 832980	 826900	 931920	 721870	 926750	 1453400	 246100	 1224800	 1673100	 1507500	 819920	 899410	 1085400	 924700	 1539500	 1081400	 853810	 1143800	 1229200	 1142200	 1229000	 745430	 1115600	 1099100	 934450	 631140	 1033800	 380820	 726860	 1326300	 1456900	 354490	 1529100	 773210	 671960	 1433400	 906950	 843770	 706640	 1513900	 926570	 137640	 1052800	 1075900	 858270	 1500600	 1686500	 1166700	 617670	 1285300	 1221500	 850740	 1414900	 1226700	 901300	 1639500	 1025800	 2468100	 1516400	 1474900	 1761700	 765400	 1094900	 1322500	 1210900	 1424100	 1099700	 1502900	 1270800	 462370	 881790	 1397900	 966770	 767750	 897030	 1259400	 1932400	 814290	 782150	 548410
4.3169	 848420	 649410	 1171700	 911620	 711000	 27231	 1020600	 822660	 970190	 667710	 933360	 1106000	 910130	 866940	 480160	 769840	 858840	 553670	 1013400	 298470	 218650	 -33506	 413830	 1075500	 1551100	 1529000	 627310	 1678500	 1274500	 1275200	 548420	 496460	 1014500	 775010	 1068200	 793720	 620580	 863240	 724350	 1228200	 1349100	 872290	 892100	 1105500	 831550	 1002900	 1035000	 834710	 1314200	 1102700	 1574700	 1365100	 1004000	 2013500	 1549200	 1009700	 828370	 709590	 763690	 437350	 1499800	 731140	 1013400	 1413000	 874170	 1471700	 879080	 806630	 1527700	 1664400	 933390	 1008200	 715200	 1218600	 949860	 587080	 1493200	 867070	 812360	 831610	 834110	 954780	 1072200	 663880	 689480	 428360	 946860	 1295800	 755070	 1148200	 1236900	 714940	 1571400	 866210	 545590	 983810	 810660	 1074900	 653210	 818440	 1332600	 1353400	 890000	 622500	 1393800	 856390	 939960	 1869100	 926820	 1302400	 956200	 622500	 752660	 1199000	 1424000	 674830	 640960	 653350	 561510	 1076000	 1132300	 552840	 557110	 1066800	 1247900	 1312300	 741410	 991070	 769210	 738030	 857810	 635370	 813110	 644400	 788290	 766990	 1068500	 824850	 826020	 927240	 727280	 922350	 1453700	 239630	 1216800	 1661800	 1501000	 814530	 895140	 1084200	 916350	 1546800	 1073400	 858290	 1144500	 1231500	 1136200	 1213100	 739960	 1111700	 1094900	 931220	 635280	 1026500	 370330	 723910	 1321800	 1450100	 347910	 1530400	 766700	 676100	 1427700	 909190	 843030	 708070	 1512800	 928650	 129180	 1050600	 1079700	 853560	 1493000	 1688200	 1171900	 603320	 1298900	 1225000	 846600	 1419200	 1229000	 901200	 1630900	 1024800	 2463200	 1519900	 1474800	 1759400	 759720	 1087700	 1326700	 1205600	 1425000	 1096600	 1496100	 1283000	 460970	 880740	 1403700	 960280	 764380	 887310	 1256200	 1922600	 809490	 786520	 555790
4.3174	 847550	 651600	 1167900	 901790	 711130	 34367	 1025800	 816860	 976890	 666890	 927810	 1105400	 908470	 869290	 477760	 770830	 850100	 554070	 1014200	 293670	 225040	 -38336	 421590	 1067000	 1547000	 1528500	 622160	 1684800	 1266700	 1280400	 545100	 501030	 1012300	 768320	 1058900	 796210	 625730	 858290	 730230	 1217300	 1347000	 865640	 886270	 1092700	 836620	 1008400	 1021900	 839980	 1311200	 1091200	 1569500	 1368100	 1007500	 2016500	 1541700	 1007000	 818060	 713730	 766470	 430240	 1489500	 732670	 1010700	 1397300	 869830	 1470200	 880070	 798750	 1520600	 1654200	 917330	 1006500	 712970	 1215300	 941520	 589290	 1487800	 865490	 813570	 825150	 839110	 948760	 1063700	 663840	 685570	 425570	 943210	 1294100	 758990	 1153600	 1225500	 717800	 1568700	 851730	 548150	 986640	 808790	 1072100	 646870	 820930	 1329200	 1356300	 878100	 620650	 1380700	 848860	 941710	 1861600	 923750	 1306500	 948210	 617120	 749610	 1202300	 1419900	 673540	 645030	 642210	 560020	 1071600	 1120300	 555360	 559570	 1063100	 1252000	 1308900	 744120	 978550	 766140	 733790	 853440	 624300	 809930	 635310	 786160	 765540	 1067900	 818100	 822350	 925600	 727040	 921210	 1452100	 233950	 1203200	 1649500	 1499000	 813950	 889640	 1082500	 914840	 1554100	 1068500	 858660	 1145700	 1228400	 1136500	 1207900	 735980	 1103300	 1085600	 917870	 644070	 1019800	 368750	 722370	 1315400	 1443900	 343030	 1532500	 763060	 681160	 1423100	 909980	 841670	 707150	 1518100	 929890	 126270	 1047900	 1084000	 849420	 1487200	 1687400	 1183700	 596420	 1306700	 1222300	 839450	 1424900	 1228700	 906040	 1622800	 1021000	 2461500	 1517700	 1482800	 1759600	 758230	 1085900	 1323500	 1198500	 1430500	 1088200	 1492100	 1292600	 462800	 878240	 1400300	 957000	 761330	 879230	 1256200	 1928600	 803480	 790810	 554380
4.318	 845310	 654370	 1166500	 891510	 718350	 36378	 1022700	 809820	 982600	 662640	 928060	 1107100	 910370	 870820	 478810	 774180	 849750	 553410	 1013500	 289300	 220180	 -35092	 426720	 1054200	 1547400	 1532500	 615640	 1689800	 1265900	 1281400	 547850	 494910	 1012800	 760090	 1049900	 803680	 631910	 857290	 732250	 1213800	 1341000	 863230	 883270	 1084300	 834950	 1019100	 1012400	 836560	 1301500	 1089200	 1564200	 1373000	 1001400	 2013800	 1539700	 1008100	 811450	 711310	 773380	 438010	 1483800	 727540	 1005600	 1384800	 861010	 1460000	 878890	 797390	 1510400	 1648400	 908860	 1004100	 708970	 1211700	 928140	 591090	 1487100	 864000	 800860	 814200	 835320	 944280	 1053700	 670160	 685820	 429070	 938880	 1285300	 766000	 1152300	 1218000	 718050	 1562500	 840950	 542780	 990500	 809380	 1079800	 648160	 823620	 1323700	 1350200	 870550	 619520	 1369300	 838900	 942950	 1855500	 928910	 1312500	 948280	 616560	 738870	 1208000	 1417400	 677230	 638880	 636760	 562280	 1062100	 1112200	 557590	 553160	 1057900	 1251100	 1313400	 744490	 967250	 762980	 725810	 859880	 617870	 811760	 625020	 784520	 771180	 1056800	 811930	 814690	 928670	 723440	 911200	 1451900	 230770	 1193100	 1636000	 1502000	 815580	 884320	 1075300	 919550	 1559500	 1072200	 852740	 1140900	 1222400	 1133400	 1210100	 729060	 1093600	 1072200	 900090	 643310	 1019000	 367320	 719290	 1312900	 1444200	 337660	 1531900	 764660	 682960	 1413100	 918670	 836430	 705970	 1522000	 932270	 121390	 1042000	 1084300	 849090	 1479800	 1677000	 1191600	 602010	 1306700	 1214300	 835780	 1428600	 1228200	 909690	 1622200	 1021600	 2460000	 1508600	 1491200	 1760400	 752440	 1090000	 1315900	 1196100	 1428000	 1076000	 1489300	 1286800	 467010	 883630	 1397000	 948910	 751390	 876170	 1252100	 1940700	 803340	 792350	 550400
4.3185	 846310	 655620	 1163100	 888630	 733700	 29993	 1019900	 806490	 981580	 660830	 934800	 1109500	 905640	 865170	 482080	 778790	 852050	 551410	 1012500	 280400	 205900	 -27142	 430770	 1045600	 1551200	 1529900	 615400	 1685300	 1265400	 1270000	 548510	 485320	 1006600	 750510	 1047000	 809090	 634440	 856760	 722320	 1212400	 1322800	 865380	 878670	 1079100	 828670	 1025500	 1004900	 835280	 1290500	 1092000	 1558500	 1368600	 990960	 2008800	 1537000	 1010900	 805860	 705880	 779280	 446490	 1483300	 723530	 999610	 1382900	 857060	 1442300	 882600	 798950	 1506200	 1644500	 899440	 1003300	 708260	 1214000	 921290	 589250	 1491000	 865620	 789420	 799600	 826580	 945280	 1049300	 674270	 680660	 438140	 934080	 1278700	 770420	 1145600	 1214200	 709910	 1563900	 832360	 536920	 990190	 809380	 1092000	 648790	 825300	 1312300	 1339200	 865310	 620590	 1372600	 825090	 937610	 1853300	 932040	 1315200	 951740	 623550	 735050	 1209900	 1408200	 676010	 629480	 635910	 567040	 1049400	 1113800	 553760	 539130	 1050600	 1243900	 1320300	 742350	 953330	 766020	 718490	 860950	 616490	 807850	 618220	 774720	 776960	 1040300	 808430	 810970	 936000	 722210	 903780	 1451600	 230070	 1188400	 1629700	 1504300	 817680	 873840	 1073200	 918230	 1555900	 1075400	 845310	 1136600	 1214600	 1124200	 1211700	 723520	 1094700	 1060300	 885180	 643980	 1024500	 362100	 718960	 1313400	 1447600	 325130	 1531000	 765300	 685560	 1405400	 924480	 828980	 703020	 1519300	 936110	 112330	 1037200	 1082400	 854250	 1474400	 1664100	 1191400	 609030	 1299900	 1209700	 835330	 1422500	 1221600	 916970	 1615600	 1031700	 2460800	 1496700	 1495400	 1762300	 751730	 1087300	 1311400	 1201100	 1429000	 1065500	 1483200	 1274600	 471820	 888360	 1397000	 941080	 741140	 873290	 1251500	 1943400	 806670	 794700	 544290
4.3191	 852150	 656390	 1162300	 896620	 738970	 15471	 1016700	 804900	 979720	 664290	 936500	 1108000	 890210	 860240	 485260	 780850	 853480	 543450	 1021100	 274400	 189590	 -24039	 430570	 1043900	 1555800	 1523500	 613700	 1675500	 1259000	 1255600	 547180	 485260	 997140	 747280	 1049300	 805410	 634760	 856850	 714520	 1210200	 1307400	 869300	 870270	 1072300	 821270	 1023200	 1003700	 839360	 1288600	 1091100	 1555100	 1357100	 980520	 2000900	 1530500	 1010300	 798530	 704390	 778360	 445280	 1484000	 726430	 995100	 1382200	 855980	 1437400	 888470	 793740	 1505300	 1645500	 886210	 1001200	 707890	 1209200	 920020	 586870	 1490600	 866470	 788110	 790240	 820380	 945310	 1047100	 672250	 675200	 449140	 928070	 1276800	 774130	 1143000	 1214600	 705240	 1562300	 826400	 533420	 993760	 807690	 1104400	 643850	 829090	 1307700	 1339500	 856410	 620700	 1388100	 816110	 929600	 1851900	 938580	 1320800	 954740	 626950	 736280	 1207500	 1396100	 671310	 624610	 633930	 569530	 1044600	 1116200	 555080	 535100	 1044400	 1234300	 1319100	 730260	 942220	 773110	 712220	 852300	 620610	 804460	 618330	 755260	 774740	 1034100	 812130	 808880	 936900	 720990	 904950	 1443900	 230700	 1185900	 1629400	 1502200	 815110	 866000	 1069500	 919250	 1543000	 1074500	 841670	 1127500	 1205100	 1118000	 1214800	 724290	 1110600	 1053500	 881180	 651070	 1028800	 353530	 726260	 1312900	 1453400	 314960	 1530800	 768630	 689320	 1399800	 915040	 826280	 695870	 1517000	 942240	 110860	 1035800	 1084500	 858900	 1477800	 1658300	 1187000	 607420	 1295300	 1206700	 829920	 1417200	 1216900	 915890	 1612400	 1033700	 2461700	 1480400	 1499300	 1766300	 760480	 1083700	 1307500	 1210600	 1438200	 1066800	 1472000	 1264100	 475190	 889880	 1397700	 940460	 735760	 860950	 1249100	 1931700	 809870	 792620	 544980
4.3196	 851540	 661260	 1160800	 900340	 732060	 8779.7	 1010300	 799050	 974380	 662190	 926130	 1103200	 872880	 856120	 489680	 778790	 850970	 536290	 1034000	 268470	 181940	 -28214	 427680	 1040800	 1551500	 1520200	 599860	 1666600	 1252200	 1250600	 548380	 490860	 996010	 746860	 1048600	 793690	 636610	 859300	 710650	 1212400	 1296700	 864780	 859370	 1063900	 814040	 1010900	 1009200	 836780	 1292800	 1090100	 1556000	 1352500	 979110	 1989600	 1519600	 1002900	 794530	 702650	 774370	 447220	 1477700	 725520	 994940	 1379100	 847300	 1439600	 881260	 785970	 1497700	 1647900	 875190	 991220	 701250	 1203400	 921310	 582640	 1487000	 860940	 789760	 786200	 820170	 941290	 1040300	 665800	 684110	 457530	 922940	 1272000	 774250	 1141600	 1213000	 702100	 1551100	 830140	 531180	 994870	 808470	 1112500	 638700	 834480	 1305500	 1345200	 848550	 616760	 1399500	 819330	 921300	 1851500	 944680	 1318400	 951360	 624290	 732380	 1202300	 1388500	 670200	 623690	 632750	 557050	 1048900	 1114900	 558970	 536700	 1038700	 1226500	 1312300	 723730	 933610	 774560	 712960	 846580	 619460	 796390	 619740	 740840	 768780	 1037000	 820430	 797320	 933840	 716480	 901960	 1431900	 231170	 1185000	 1634800	 1504600	 813270	 861610	 1058300	 924350	 1535000	 1075800	 835900	 1118000	 1195600	 1110800	 1212500	 721650	 1123000	 1060000	 887850	 658940	 1027600	 348300	 736100	 1307300	 1460400	 308410	 1538800	 774050	 687500	 1398800	 900530	 828420	 683150	 1509400	 939500	 114870	 1040800	 1076800	 857930	 1483800	 1654500	 1184200	 599570	 1290100	 1201100	 824420	 1414800	 1217900	 900850	 1613300	 1027600	 2459800	 1467600	 1498900	 1766900	 770080	 1084600	 1306800	 1214000	 1444800	 1077700	 1456500	 1252300	 468000	 886380	 1406100	 946810	 734630	 845980	 1244100	 1922500	 818990	 788130	 546840
4.3201	 842440	 664960	 1157600	 899670	 719080	 10130	 1012800	 789570	 968920	 650280	 912230	 1094900	 867610	 850820	 490070	 775610	 847550	 536060	 1042700	 258450	 176420	 -36399	 424450	 1037500	 1541200	 1519500	 587400	 1664000	 1244700	 1252700	 543640	 497380	 1001100	 742870	 1036700	 785210	 634650	 858470	 702990	 1211400	 1284900	 858130	 855740	 1058200	 801130	 1004200	 1014800	 829030	 1300600	 1087700	 1550500	 1359500	 984260	 1989400	 1511800	 995140	 791540	 708020	 773810	 450390	 1476900	 718720	 1001700	 1375700	 835390	 1441400	 873180	 785670	 1488000	 1649300	 874320	 981290	 697610	 1199800	 923800	 577900	 1479500	 854760	 792180	 787910	 817000	 940500	 1031500	 649420	 694550	 454990	 918880	 1262800	 770060	 1137000	 1212400	 695880	 1540000	 837550	 531440	 990570	 814720	 1114100	 636480	 831320	 1297400	 1338500	 843350	 609790	 1396000	 825690	 911210	 1851200	 950110	 1311900	 943110	 618130	 726280	 1201700	 1384300	 679840	 626240	 637580	 539200	 1052400	 1110000	 553680	 537690	 1036500	 1227700	 1302800	 718290	 927480	 773330	 719230	 842270	 617470	 787320	 611850	 737640	 761460	 1038500	 823620	 787340	 927140	 712480	 896310	 1427700	 232470	 1184900	 1640600	 1500600	 808710	 852570	 1050000	 930340	 1539800	 1076700	 831870	 1111000	 1184600	 1104600	 1204100	 722510	 1119000	 1070800	 891310	 662750	 1017300	 351950	 739590	 1303300	 1463300	 308450	 1541400	 765930	 688470	 1401700	 893170	 826090	 674980	 1507100	 929150	 113370	 1046500	 1068700	 854590	 1481300	 1644000	 1180000	 587010	 1282200	 1194800	 823290	 1412500	 1203900	 888770	 1604300	 1023300	 2462100	 1461900	 1491000	 1762500	 775520	 1077400	 1308900	 1218300	 1439000	 1081300	 1440100	 1244500	 463280	 889670	 1413000	 953530	 731580	 844000	 1238000	 1920900	 834490	 785570	 545640
4.3207	 835760	 663840	 1160700	 890760	 707480	 9514.8	 1021300	 777460	 966690	 636200	 907190	 1084600	 869890	 843640	 487390	 771910	 849340	 537320	 1051400	 248680	 177430	 -37756	 420550	 1034700	 1533700	 1515200	 587150	 1671300	 1234100	 1258600	 548340	 501310	 1000700	 738950	 1020600	 776660	 633110	 851860	 697480	 1214600	 1279600	 854590	 856460	 1065400	 789270	 1003400	 1011200	 824130	 1303800	 1084200	 1541900	 1367900	 985360	 2004400	 1506400	 989570	 793230	 712700	 766830	 444260	 1484400	 715790	 1013000	 1376000	 830720	 1438300	 876530	 789860	 1479600	 1645400	 874500	 977800	 697910	 1199000	 927420	 572800	 1480300	 844250	 789080	 790660	 806160	 936690	 1034200	 632450	 699410	 443360	 919780	 1250300	 758360	 1135900	 1216300	 686450	 1534400	 831530	 525070	 980660	 812610	 1105100	 630820	 826300	 1279700	 1327100	 832860	 604350	 1385000	 822710	 903390	 1845700	 950920	 1306500	 938340	 608310	 727480	 1203200	 1381800	 685590	 629590	 643630	 530550	 1054900	 1101600	 546570	 539040	 1033300	 1228800	 1290200	 708300	 920130	 776610	 724430	 837430	 612610	 777020	 605600	 739650	 752500	 1032600	 831560	 780340	 920690	 714280	 896540	 1431500	 226820	 1183200	 1644200	 1487500	 795020	 842310	 1041400	 930520	 1542000	 1076600	 832810	 1110200	 1179700	 1103800	 1195500	 730580	 1101600	 1075900	 894950	 656770	 1013900	 350100	 730920	 1302300	 1464700	 309500	 1534700	 753320	 690770	 1400800	 893390	 819650	 673240	 1506000	 923500	 112110	 1044600	 1063800	 848880	 1469800	 1635800	 1172500	 570360	 1277100	 1192900	 820970	 1411800	 1188500	 891280	 1596600	 1022100	 2462400	 1460000	 1483200	 1755200	 775340	 1066200	 1303300	 1210100	 1424300	 1078300	 1433300	 1243700	 469420	 894250	 1415500	 959570	 728430	 848410	 1222900	 1917500	 836870	 790420	 543000
4.3213	 835230	 656570	 1165900	 877630	 700100	 11685	 1026100	 773550	 968950	 628190	 909210	 1081700	 869320	 834420	 477860	 763660	 850580	 537300	 1055800	 247220	 181980	 -32519	 419270	 1025200	 1524900	 1514600	 591100	 1677000	 1223900	 1264200	 553530	 503100	 993640	 736890	 1014000	 762030	 630980	 839700	 696810	 1217500	 1279200	 856230	 857110	 1082600	 783720	 1002300	 999560	 820950	 1299600	 1087600	 1534900	 1369400	 977810	 2013700	 1506400	 992230	 797390	 707560	 760430	 434500	 1493200	 723870	 1009700	 1376000	 832450	 1431100	 881620	 793190	 1472100	 1642200	 875820	 973680	 697480	 1198400	 935240	 560720	 1487000	 830650	 781920	 786490	 795730	 933590	 1038300	 622980	 707590	 434310	 924450	 1246100	 752140	 1136600	 1216600	 681550	 1532300	 816710	 518180	 968660	 804810	 1093000	 621030	 827420	 1261100	 1316200	 821850	 599100	 1370700	 817500	 899370	 1834600	 943150	 1309200	 937060	 602360	 731980	 1202600	 1387000	 684620	 628110	 644230	 523920	 1058700	 1096000	 542280	 535730	 1023300	 1225500	 1273600	 701490	 909510	 775430	 730530	 833380	 608400	 774540	 606550	 748300	 741640	 1031600	 837890	 777640	 922510	 714900	 896090	 1432000	 217540	 1174300	 1641800	 1478900	 781980	 839150	 1037400	 926960	 1541700	 1085900	 834070	 1107800	 1181600	 1107000	 1193500	 728030	 1079300	 1080100	 897770	 642750	 1011100	 345240	 712310	 1301200	 1459200	 307560	 1529400	 747320	 688920	 1400000	 891200	 813930	 671830	 1499700	 923140	 110770	 1044000	 1059200	 833430	 1456900	 1628900	 1162400	 563490	 1276800	 1192700	 807990	 1412600	 1184100	 902450	 1591600	 1024300	 2462500	 1461300	 1473600	 1748900	 775270	 1053100	 1293300	 1197200	 1412100	 1076000	 1434800	 1247800	 473310	 892060	 1412400	 961400	 729260	 850530	 1213700	 1905700	 823810	 797910	 537560
